PF03930,0
PF03931,0
PF02545,1325
PF05014,50
PF17683,49
PF02283,129
PF02282,4
PF02829,15
PF02284,41
PF02287,35
PF02286,28
PF02289,81
PF02288,63
PF02827,0
PF02534,9
PF02821,6
PF02823,0
PF02822,0
PF00917,34
PF00580,36
PF00581,88
PF05408,1
PF05409,6
PF00582,164
PF05392,0
PF02758,0
PF05394,6
PF02753,0
PF02752,149
PF02751,0
PF02750,2
PF09061,0
PF00586,1289
PF09063,2
PF09424,42
PF02783,40
PF01653,12
PF01652,298
PF00708,0
PF00709,755
PF00878,8
PF01656,79
PF11698,134
PF00702,227
PF00875,81
PF00700,0
PF01658,135
PF00870,51
PF00871,9
PF00704,160
PF00705,7
PF01095,28
PF01094,74
PF06369,3
PF01099,1
PF05972,0
PF01479,0
PF01473,0
PF08264,161
PF01471,0
PF01470,6
PF01477,81
PF01476,0
PF01475,24
PF01331,8
PF07934,59
PF00676,13
PF00675,24
PF00672,0
PF00673,38
PF00670,15
PF00679,0
PF01270,4
PF01273,33
PF01272,0
PF01274,13
PF01276,8
PF01507,27
PF01504,370
PF04023,0
PF01501,29
PF00059,53
PF00056,25
PF00054,21
PF01509,164
PF08603,166
PF00453,418
PF00450,52
PF00969,0
PF07484,0
PF06632,10
PF07487,6
PF07488,114
PF07489,6
PF00458,0
PF00459,46
PF07710,0
PF07714,120
PF07719,0
PF06445,72
PF06442,0
PF06441,593
PF06440,0
PF01213,175
PF04627,0
PF00750,4
PF04628,23
PF08281,0
PF02431,8
PF01216,2
PF00298,4
PF07828,2
PF00294,52
PF07827,6
PF00296,73
PF00297,7
PF00291,146
PF00292,4
PF01896,38
PF03013,25
PF07221,15
PF12696,100
PF02947,9
PF02945,0
PF02285,0
PF11975,353
PF02824,0
PF06268,17
PF02826,144
PF03129,15
PF03127,0
PF03123,0
PF03122,11
PF03120,0
PF02531,29
PF02630,66
PF02633,441
PF02635,113
PF02637,94
PF03728,5
PF03721,20
PF03720,85
PF03723,105
PF03722,89
PF03725,0
PF03727,451
PF03234,109
PF03900,0
PF17189,0
PF02297,1
PF00532,6
PF02838,73
PF02839,0
PF03830,372
PF02298,1
PF02296,19
PF02525,244
PF02294,0
PF02831,0
PF02836,9
PF02837,4
PF02290,68
PF02291,97
PF09259,2
PF09258,21
PF09257,0
PF09256,0
PF09255,1
PF09254,6
PF09252,0
PF09251,2
PF04960,316
PF04961,284
PF04969,0
PF00905,41
PF00906,2
PF00907,131
PF05168,85
PF00903,82
PF05164,83
PF00908,811
PF05160,0
PF02748,0
PF02749,0
PF07739,280
PF05369,9
PF05368,17
PF02740,0
PF02741,71
PF02742,0
PF05364,0
PF02744,8
PF05362,24
PF02746,9
PF01450,295
PF05184,0
PF01321,99
PF05181,0
PF04364,253
PF05189,188
PF05188,47
PF07732,85
PF01023,0
PF00849,54
PF01641,959
PF01642,314
PF00107,88
PF01645,13
PF01648,91
PF00840,127
PF00842,1075
PF00847,0
PF01458,978
PF01082,133
PF01083,15
PF06134,5
PF09099,0
PF09098,4
PF01084,0
PF01085,17
PF09095,26
PF09094,0
PF09097,1
PF09096,1
PF09090,103
PF09093,16
PF09092,18
PF01468,0
PF04101,24
PF01462,0
PF01463,0
PF01464,26
PF01465,0
PF01466,0
PF01467,65
PF09077,0
PF09076,0
PF00591,19
PF00590,87
PF00596,389
PF09071,0
PF00598,2
PF01938,0
PF04296,0
PF09078,0
PF00601,0
PF00600,2
PF00605,82
PF07924,29
PF00608,0
PF01268,477
PF01269,34
PF01266,522
PF01267,154
PF04560,0
PF04561,22
PF01262,75
PF04567,0
PF01261,180
PF01515,19
PF00028,8
PF01510,623
PF00023,0
PF00022,25
PF00027,1
PF00025,20
PF04587,79
PF00245,10
PF08617,165
PF02059,8
PF01833,7
PF07729,207
PF07728,33
PF00118,57
PF00117,97
PF00116,11
PF00115,698
PF07726,51
PF00113,9
PF00112,157
PF00337,53
PF00335,121
PF00334,135
PF00333,0
PF00332,6
PF00331,31
PF00330,688
PF06456,11
PF06457,0
PF00339,26
PF00338,4
PF08100,0
PF01834,43
PF08567,1
PF08299,0
PF07858,6
PF01880,22
PF01884,4
PF03566,3
PF03009,30
PF14519,3
PF00108,30
PF11969,76
PF06071,0
PF06079,55
PF11967,0
PF02969,0
PF03648,25
PF02348,13
PF03641,28
PF03131,0
PF06185,47
PF06183,0
PF06180,8
PF02197,0
PF02196,0
PF02190,81
PF03737,410
PF01655,173
PF02359,0
PF03731,13
PF02605,54
PF02607,1
PF01868,57
PF01869,18
PF02603,360
PF02602,78
PF00874,0
PF01920,53
PF00703,98
PF03220,2
PF03224,33
PF00701,9
PF02991,9
PF02993,3
PF03919,110
PF03917,101
PF00707,0
PF05772,14
PF05773,108
PF00873,15
PF02518,568
PF03352,567
PF02511,322
PF08827,0
PF09248,0
PF09249,94
PF09244,0
PF09245,2
PF09246,4
PF09247,0
PF09240,3
PF09241,1
PF09242,0
PF00931,9
PF02774,32
PF00933,11
PF00932,169
PF00935,0
PF02770,10
PF02773,405
PF02772,864
PF05173,677
PF05171,62
PF02779,81
PF02778,0
PF05175,30
PF02173,0
PF02172,0
PF02170,242
PF05370,0
PF02179,3
PF05373,1
PF05194,11
PF04358,140
PF01189,8
PF05190,0
PF05191,0
PF05192,1240
PF05193,139
PF01183,23
PF01182,188
PF01180,11
PF05198,1
PF05199,76
PF04356,99
PF00856,227
PF00857,61
PF00855,63
PF00853,25
PF00850,79
PF01678,24
PF01674,14
PF01676,28
PF01670,5
PF09088,6
PF09089,0
PF01079,27
PF01078,53
PF09083,0
PF09080,1
PF01074,45
PF09086,0
PF09087,0
PF01071,16
PF09085,10
PF00103,13
PF09064,0
PF09065,0
PF09066,106
PF09067,4
PF00585,0
PF09062,0
PF00587,8
PF00588,124
PF00589,24
PF09068,62
PF09069,2
PF07930,22
PF07931,7
PF00612,0
PF00614,0
PF00615,61
PF00616,51
PF00617,706
PF00618,46
PF00619,0
PF05204,21
PF05202,1
PF05203,22
PF08445,0
PF01212,43
PF01210,35
PF05209,7
PF01215,22
PF01521,94
PF01520,71
PF01522,80
PF00030,0
PF00031,0
PF00032,167
PF00033,8
PF00034,8
PF00035,0
PF00036,0
PF00037,0
PF00462,0
PF01454,104
PF01327,82
PF01326,111
PF01325,0
PF01324,2
PF01323,30
PF00109,81
PF01453,188
PF01320,0
PF00104,337
PF00106,44
PF07731,127
PF07736,168
PF07737,3
PF00102,93
PF01328,52
PF00325,0
PF00326,64
PF00327,0
PF00321,0
PF00316,8
PF14450,514
PF06519,0
PF07840,22
PF01451,15
PF03039,8
PF03033,26
PF00650,104
PF02894,24
PF06088,21
PF01981,310
PF01987,517
PF01985,1
PF01984,195
PF06087,122
PF01370,96
PF05367,6
PF01373,3
PF01374,35
PF03104,32
PF01375,6
PF00940,209
PF00770,4
PF17384,0
PF03695,176
PF01322,141
PF02781,467
PF02188,0
PF02189,0
PF02181,41
PF02186,0
PF02185,0
PF01850,111
PF01853,158
PF03740,403
PF03211,87
PF01857,88
PF03212,8
PF01858,73
PF02617,0
PF02614,20
PF02615,384
PF03414,9
PF02982,3
PF02983,0
PF02980,6
PF02981,5
PF02984,239
PF02985,0
PF03960,36
PF03965,46
PF00050,0
PF05746,98
PF05743,21
PF02507,9
PF02502,887
PF02142,61
PF02509,2
PF08838,2
PF03360,148
PF08831,0
PF08832,6
PF09279,0
PF09278,0
PF09271,53
PF09270,22
PF09273,143
PF09275,1
PF09274,0
PF09277,0
PF09276,0
PF17655,38
PF04908,1
PF02762,0
PF02763,1
PF05649,868
PF02767,12
PF00928,46
PF00929,41
PF00926,771
PF00927,10
PF02768,12
PF02769,132
PF00923,125
PF05698,46
PF01701,0
PF05343,48
PF05697,971
PF01198,0
PF01070,175
PF01191,0
PF01192,0
PF01193,409
PF01194,0
PF01195,1045
PF01196,204
PF00821,200
PF00820,2
PF00827,99
PF00825,96
PF00456,11
PF00828,558
PF05524,878
PF01668,562
PF01669,10
PF01663,67
PF01661,88
PF01664,3
PF01665,2
PF01068,32
PF00809,30
PF01063,70
PF01687,1198
PF12857,0
PF01264,787
PF00625,11
PF00627,0
PF00621,171
PF00620,85
PF00623,19
PF09183,0
PF09182,0
PF09181,0
PF09180,1
PF09187,13
PF09186,0
PF09185,2
PF05236,78
PF09189,0
PF09188,2
PF01205,847
PF01207,16
PF01537,22
PF01575,25
PF01532,100
PF17433,4
PF00489,7
PF00488,30
PF00481,28
PF00483,40
PF00484,284
PF00486,0
PF00139,88
PF01335,0
PF01336,2
PF01441,8
PF01330,0
PF01447,101
PF01333,57
PF00130,0
PF00133,12
PF00132,0
PF00135,58
PF00134,95
PF00136,29
PF00311,53
PF00310,30
PF00312,0
PF07475,58
PF00314,293
PF07477,144
PF07476,13
PF00319,0
PF00318,469
PF04951,135
PF08125,12
PF00224,11
PF02730,474
PF00005,55
PF00004,207
PF00555,36
PF00006,495
PF00553,1
PF00552,0
PF00551,13
PF00550,0
PF05785,3
PF00009,148
PF01852,16
PF03747,774
PF03020,0
PF09218,10
PF06475,59
PF06470,91
PF02613,122
PF01993,22
PF01997,233
PF03114,23
PF03118,0
PF03119,0
PF07653,0
PF06652,33
PF03688,21
PF03689,0
PF00328,43
PF08263,0
PF03205,49
PF01847,0
PF01845,24
PF01842,0
PF02374,10
PF01840,18
PF01841,72
PF03590,169
PF03598,63
PF03623,25
PF02979,43
PF02978,337
PF02977,0
PF02976,23
PF02975,16
PF03973,4
PF02973,3
PF02972,0
PF02971,41
PF02970,0
PF02081,0
PF02080,0
PF02087,3
PF02086,27
PF02085,18
PF02089,81
PF05757,20
PF08805,6
PF02572,487
PF02570,418
PF02576,0
PF02575,0
PF02574,746
PF02579,8
PF00425,119
PF03446,140
PF00423,7
PF11767,0
PF00723,26
PF00295,11
PF02883,95
PF02882,84
PF02881,0
PF02880,437
PF02887,727
PF02886,10
PF02885,0
PF00897,1
PF05354,3
PF00958,2
PF05352,4
PF05350,8
PF02798,0
PF02797,6
PF02796,0
PF02792,43
PF02790,0
PF02151,0
PF02150,0
PF02152,928
PF02157,9
PF02156,4
PF02406,0
PF02404,7
PF02403,80
PF00899,53
PF00831,0
PF00832,0
PF00834,12
PF00836,30
PF00838,157
PF09266,0
PF01058,168
PF09264,5
PF09265,75
PF09262,0
PF09263,0
PF09260,0
PF09261,8
PF01051,163
PF01053,25
PF01052,0
PF09268,0
PF09269,0
PF02469,121
PF01234,7
PF00638,8
PF00639,8
PF01230,2
PF01233,133
PF01232,16
PF07912,3
PF00633,0
PF00630,21
PF00631,0
PF00636,75
PF01238,8
PF00634,0
PF00635,42
PF09191,20
PF09192,7
PF09194,9
PF09195,9
PF09196,0
PF09197,14
PF09198,0
PF05224,16
PF01636,156
PF05222,281
PF05223,13
PF05221,165
PF07683,33
PF04069,86
PF07687,149
PF01541,0
PF01547,129
PF01546,360
PF02868,56
PF00496,167
PF00497,280
PF05826,2
PF00490,683
PF00491,235
PF00126,0
PF00127,11
PF00124,42
PF00125,25
PF00120,69
PF03449,0
PF00128,19
PF00129,17
PF01303,24
PF07676,0
PF07468,2
PF00306,240
PF07467,3
PF07464,12
PF00305,101
PF00302,7
PF00303,538
PF00300,371
PF03440,0
PF00455,86
PF04461,292
PF02914,2
PF02665,154
PF02916,6
PF00544,5
PF00545,1
PF00010,0
PF00547,2
PF00540,3
PF00017,0
PF00542,0
PF00543,70
PF00018,0
PF02912,0
PF00549,20
PF09142,0
PF06400,25
PF06407,4
PF06406,6
PF03167,148
PF07311,0
PF03165,14
PF05383,0
PF00942,0
PF02367,801
PF02365,539
PF02369,0
PF01704,90
PF03765,0
PF03764,66
PF03767,31
PF01835,15
PF03762,43
PF01253,1
PF03561,330
PF01700,1
PF03785,0
PF00793,20
PF02964,4
PF02965,338
PF02966,19
PF01250,4
PF02961,0
PF02963,7
PF02091,188
PF02761,0
PF02098,13
PF02560,0
PF02561,419
PF08816,19
PF02764,1
PF02566,59
PF02567,11
PF02569,772
PF02765,47
PF01948,0
PF01259,675
PF02898,73
PF02899,0
PF04928,113
PF02893,28
PF04926,112
PF02895,2
PF02896,14
PF02897,30
PF05321,0
PF02788,39
PF02789,72
PF02784,15
PF02785,81
PF02786,16
PF02787,1084
PF02780,80
PF00945,3
PF02782,64
PF00947,9
PF03945,5
PF03944,80
PF03947,455
PF03946,0
PF03413,0
PF03943,0
PF02149,0
PF02146,19
PF03949,31
PF03948,0
PF02412,0
PF03418,17
PF00079,129
PF04814,22
PF04815,301
PF04812,13
PF00808,0
PF04810,0
PF04811,21
PF00806,0
PF00801,0
PF00800,94
PF01047,0
PF01044,10
PF01042,29
PF01043,682
PF01041,24
PF01048,112
PF01049,113
PF09213,2
PF09211,0
PF09210,99
PF09217,6
PF09216,2
PF09215,2
PF09214,1
PF05034,40
PF05033,245
PF00772,120
PF04253,314
PF03652,131
PF01223,56
PF01220,733
PF01227,77
PF01225,33
PF01228,98
PF01229,4
PF04321,25
PF01558,86
PF07677,2
PF01551,47
PF04072,103
PF01553,46
PF04074,259
PF01555,49
PF01556,1171
PF01557,51
PF09147,2
PF09145,0
PF09144,2
PF08329,7
PF09141,26
PF09149,36
PF09148,243
PF00152,90
PF00151,12
PF00150,65
PF00157,0
PF00156,33
PF00155,48
PF00154,15
PF00158,239
PF00795,52
PF00797,26
PF00796,0
PF00790,15
PF01318,1
PF01316,0
PF01314,250
PF00799,5
PF00798,3
PF00378,9
PF00373,58
PF00372,89
PF00370,11
PF00376,0
PF00374,178
PF00571,0
PF00570,0
PF00573,123
PF00572,671
PF00574,66
PF00576,379
PF00579,37
PF00578,96
PF00207,1
PF00206,17
PF00205,251
PF00204,51
PF00203,0
PF00202,14
PF00208,97
PF06411,1
PF06414,18
PF06415,702
PF03171,71
PF03173,27
PF03174,0
PF02710,3
PF02311,58
PF02310,91
PF02317,136
PF02316,4
PF02315,0
PF02319,2
PF02318,18
PF01828,136
PF01829,1
PF01820,635
PF01821,0
PF01870,1
PF03775,201
PF03575,22
PF03576,231
PF01974,1
PF03572,119
PF02959,2
PF03795,9
PF03792,21
PF03793,0
PF02951,280
PF02952,26
PF02955,32
PF02954,0
PF02558,81
PF02229,0
PF02228,0
PF02226,0
PF02225,51
PF02224,12
PF01958,1
PF02222,20
PF02221,91
PF00975,20
PF00977,135
PF00970,23
PF00973,9
PF00972,3
PF00979,5
PF02429,9
PF03405,49
PF03950,109
PF03951,0
PF02420,0
PF03726,0
PF02136,38
PF02426,0
PF09334,23
PF09330,67
PF04863,0
PF04864,10
PF00812,43
PF00816,24
PF00817,84
PF00815,666
PF01032,107
PF01030,52
PF01037,0
PF00101,19
PF01035,4
PF01039,29
PF09200,0
PF09201,12
PF09202,0
PF09204,0
PF09206,56
PF09207,0
PF09208,5
PF05025,298
PF05793,8
PF04269,9
PF08558,27
PF04263,134
PF04265,0
PF02841,23
PF01784,95
PF01780,0
PF01149,820
PF01147,0
PF01144,40
PF04310,9
PF05247,27
PF01765,959
PF01764,47
PF01761,81
PF09154,0
PF09155,5
PF09156,1
PF09157,0
PF09150,54
PF09151,0
PF09152,5
PF09153,0
PF09158,1
PF09159,47
PF00140,0
PF00141,158
PF00142,8
PF00143,118
PF00144,127
PF00145,31
PF00146,465
PF00147,5
PF00149,324
PF04344,105
PF00782,22
PF01498,0
PF01369,438
PF01368,1319
PF00786,0
PF01493,187
PF00789,1
PF01367,81
PF01494,19
PF01365,72
PF01364,76
PF00368,265
PF00362,137
PF00364,0
PF00367,0
PF08777,7
PF08773,34
PF04444,0
PF01202,84
PF02446,458
PF07880,3
PF07881,48
PF07882,55
PF07883,0
PF01565,128
PF01564,15
PF04043,694
PF00566,71
PF13911,49
PF01569,75
PF00561,48
PF00215,87
PF00216,1
PF00217,61
PF00210,171
PF00211,20
PF00213,139
PF06330,3
PF00218,17
PF01434,27
PF02832,0
PF09079,0
PF02833,543
PF03145,45
PF03144,0
PF03147,5
PF02939,0
PF03143,21
PF02527,15
PF01815,0
PF01814,185
PF01817,0
PF01816,0
PF02304,1
PF02305,7
PF02306,1
PF01819,2
PF01818,2
PF02540,9
PF03549,0
PF03099,18
PF03098,393
PF03543,14
PF03545,0
PF03544,0
PF03893,0
PF03892,34
PF02548,743
PF01965,25
PF03320,232
PF01967,753
PF01966,115
PF02542,733
PF02236,0
PF02237,0
PF02230,10
PF03328,19
PF02232,3
PF02233,329
PF17475,1
PF17476,4
PF03091,9
PF11734,0
PF00962,12
PF00963,50
PF00960,5
PF00961,21
PF00964,0
PF05496,91
PF05491,0
PF02729,1463
PF02437,36
PF02435,8
PF13354,86
PF05658,0
PF05652,114
PF02129,46
PF01337,0
PF03435,80
PF02943,22
PF02940,18
PF02941,0
PF02126,3
PF04127,429
PF04879,0
PF01022,0
PF17297,184
PF01025,70
PF01026,81
PF01028,110
PF01339,978
PF02055,3
PF02056,7
PF09239,72
PF09238,0
PF02052,0
PF09235,0
PF09234,84
PF09236,0
PF09231,2
PF09230,28
PF09233,9
PF09232,6
PF07471,3
PF07470,17
PF08544,0
PF08546,86
PF08542,2
PF08543,122
PF07472,10
PF01012,129
PF07474,75
PF01798,355
PF00317,11
PF01793,8
PF01791,16
PF02063,7
PF01795,14
PF07479,924
PF07478,13
PF01156,811
PF01157,75
PF01152,9
PF00681,0
PF00680,12
PF00687,662
PF00686,2
PF00685,45
PF09160,7
PF09163,0
PF09162,0
PF09165,0
PF09164,0
PF09167,24
PF09166,13
PF09169,17
PF09168,29
PF05365,0
PF01487,242
PF01480,0
PF01481,4
PF00175,36
PF00174,622
PF00177,490
PF00171,96
PF01488,35
PF02745,15
PF01378,0
PF01379,779
PF05361,7
PF00779,0
PF08782,0
PF00775,8
PF02747,6
PF08786,45
PF08787,67
PF01376,1
PF08785,110
PF00197,105
PF00196,0
PF00195,5
PF00194,380
PF00191,0
PF00190,64
PF00198,75
PF08764,10
PF08765,17
PF08766,0
PF08761,19
PF08762,7
PF04452,91
PF08769,133
PF04451,17
PF01855,31
PF00554,21
PF04052,101
PF00519,11
PF01571,72
PF04055,518
PF00512,0
PF00511,0
PF00510,8
PF00516,2
PF00515,0
PF00514,0
PF00221,479
PF07500,314
PF00223,18
PF00225,71
PF07504,0
PF00227,157
PF00226,0
PF00229,28
PF02974,1
PF07435,5
PF00354,8
PF06438,4
PF00356,0
PF00351,70
PF00352,1
PF06433,3
PF06431,3
PF00359,103
PF00358,786
PF06434,51
PF03153,69
PF03150,539
PF00882,130
PF06326,2
PF06325,30
PF06328,0
PF00848,48
PF01804,329
PF02335,26
PF02334,11
PF01808,747
PF02336,2
PF02331,1
PF02330,151
PF02333,3
PF02332,86
PF01649,1
PF02209,0
PF03330,1
PF01979,57
PF02201,0
PF02203,68
PF01975,761
PF04352,63
PF01081,5
PF01087,76
PF02590,701
PF02594,0
PF02597,0
PF02598,164
PF02845,0
PF02844,485
PF02843,16
PF11724,0
PF02840,97
PF13589,23
PF00998,32
PF00996,7
PF00995,653
PF00994,114
PF00993,0
PF00992,104
PF05484,0
PF00990,45
PF02115,39
PF02114,2
PF02441,91
PF02110,8
PF02449,28
PF02933,0
PF02937,0
PF02936,97
PF02935,0
PF03424,8
PF02938,1
PF01951,222
PF02556,199
PF00699,11
PF02223,22
PF00788,7
PF01018,763
PF05000,61
PF01017,65
PF01011,0
PF05009,3
PF09228,7
PF09229,237
PF02065,9
PF02064,141
PF09222,2
PF09223,46
PF09220,2
PF09221,0
PF09226,3
PF09224,13
PF09225,4
PF05261,3
PF05264,4
PF01168,314
PF04998,24
PF04992,140
PF04990,89
PF04997,25
PF01167,149
PF00698,8
PF01740,66
PF01743,17
PF01742,4
PF01747,185
PF01746,15
PF01749,0
PF00692,18
PF00694,12
PF00696,128
PF00697,18
PF05860,43
PF09178,0
PF09179,0
PF09176,0
PF09177,23
PF09175,32
PF09172,123
PF09173,2
PF01344,0
PF00168,242
PF01346,267
PF01341,121
PF01340,0
PF01342,0
PF00163,69
PF00161,38
PF00166,2
PF00164,12
PF00165,0
PF04203,86
PF17864,0
PF00768,11
PF00769,70
PF00764,11
PF00765,4
PF04209,12
PF00760,2
PF00761,8
PF00762,154
PF00763,1388
PF00185,50
PF00186,60
PF00180,20
PF00181,0
PF00182,7
PF00183,109
PF00189,0
PF08751,123
PF08753,0
PF08752,145
PF08758,0
PF08205,0
PF07925,3
PF00169,91
PF00508,13
PF00509,3
PF01589,2
PF08684,2
PF00500,14
PF00501,145
PF00502,148
PF01584,219
PF01583,18
PF01582,23
PF00506,2
PF00239,125
PF07516,928
PF00237,838
PF00234,43
PF00232,11
PF00233,313
PF00231,1029
PF00343,590
PF00436,42
PF00437,21
PF00347,0
PF00432,0
PF00345,85
PF00348,481
PF00349,423
PF00438,58
PF04563,13
PF00766,1
PF03358,181
PF04566,0
PF04565,0
PF02329,5
PF02320,0
PF03404,19
PF03953,37
PF02138,321
PF02295,0
PF02216,0
PF02217,0
PF02214,2
PF02213,0
PF02211,53
PF02219,12
PF01909,17
PF01907,0
PF03180,34
PF03637,163
PF03636,360
PF03633,0
PF03632,10
PF03853,55
PF03852,0
PF02854,34
PF02585,70
PF02852,83
PF02581,82
PF00988,739
PF00984,4
PF00980,2
PF04421,3
PF00982,22
PF00983,3
PF02102,4
PF02452,168
PF02920,0
PF02921,0
PF02922,0
PF02923,4
PF02924,69
PF02925,1
PF02926,48
PF02927,2
PF03453,1302
PF02929,486
PF03450,105
PF12327,0
PF03454,0
